"TA_CODE","TA_NAME","TA_DESC","QDIAL","TA_VERSION","STATE","CATEGORY","AREA","TA_CREATE","TA_LASTMOD"
"112FWTBRI02","Tidal River Parrett at Bridgwater, Taunton Road, Robins Drive and Bristol Road Business Park areas","Taunton Road, Southgate Avenue, Old Taunton Road, Binford Place and Chilton Street. The Clink Business Park, Robins Drive and Symons Way and properties around Bristol Road Business Park","164264","1","A","Flood Warning","Wessex","2012-03-29","2012-06-27"
"112FWTBRI03","Tidal River Parrett at Bridgwater, Moorland, Burrowbridge and Stathe","Bridgwater to Langport to the south including Stathe, Burrowbridge, Athelney, Moorland, Middlezoy and Westonzoyland","164265","2","A","Flood Warning","Wessex","2021-03-24","2021-08-18"
"112FWTBUR01","Somerset coast at Burnham-on-Sea, seafront properties","Coastline between South Esplanade and Berrow including Margaret Crescent, Pier Street, Abingdon Street, The Esplanade, College Street and Regent Street","164266","2","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"112FWTBUR02","Somerset coast at Burnham-on-Sea, properties located behind the seafront","Burnham-on-Sea Holiday Village, Maple Drive, Steart Avenue, Lynton Road, Adam Street, High Street, Victoria Street, Chichester Close and Seaview Road","164267","1","A","Flood Warning","Wessex","2012-03-29","2012-06-27"
"112FWTDUN01","Somerset coast at Dunster Beaches, seafront and chalet area","Coastline between The Warren and Sea Lane End including Dunster Beach Chalets","164254","2","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"012WATRE","Ribble estuary west of Preston","Freckleton Marsh, Riversway Docklands, Lower Penwortham, Hutton Marsh, Longton Marsh, Becconsall Marsh, Much Hoole Marsh, Bretherton Eyes, Croston Finney, Hesketh Out Marsh and Hundred End","202041","14","A","Flood Alert","Cumbria and Lancashire","2020-07-09","2020-08-26"
"113FWF2G6A","River Lowman at Tiverton","Properties and roads in low lying areas of Tiverton, including Tiverton Business Park, Chapel Street, Station Road, Lowman Green, Blundells Road and Tumbling Fields","162067","10","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2019-08-19","2019-08-19"
"111WAFAVOL","Lower Avon and tributaries","Tributaries between Ringwood and Christchurch","210026","15","A","Flood Alert","Wessex","2020-12-03","2020-12-03"
"113FWF2G7B","River Clyst at Clyst St Mary","low lying properties and roads in Clyst St. Mary, including Frog Lane","162078","7","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2010-06-01","2010-11-30"
"113FWF2G7C","River Clyst at Clyst Honiton","riverside properties and roads at Clyst Honiton, including Clyst Honiton Bridge, Blackhorse and the A3052","162160","2","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2010-06-01","2010-11-30"
"122WAF946","Upper River Ouse","Riverside footpaths and low-lying land in York and to the south as far as Naburn Lock, including Kings Staith, Queens Staith, and South Esplanade","135804","16","A","Flood Alert","Yorkshire","2021-06-18","2021-08-18"
"123FWF539","North Swaith Dike at Bentley","Bentley including Langthwaite Lane, Danesway, Jossey Lane, Clevedon Crescent, Newstead Road, Langdale Drive, High Street, Old Hall Road, Mill Gate, Finkle Street, Arksey Lane and Millfield Road","304077","7","A","Flood Warning","Yorkshire","2017-11-14","2018-02-21"
"112FWTKEW02","Somerset coast at Kewstoke and Sand Bay, Beach Road area","Coastline between Kewstoke and Sand Point including properties and Caravan Sites along Beach Road, Crookes Lane, Southside Crescent and Sand Road","164275","2","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"112FWTNOR03","Severn Estuary at Northwick and Aust","Sandy Lane, Orchard Drive, Main Road and Tanhouse Farm areas in Aust. Ingst Hill, Greenditch Street, Redham Lane, Pilning Street and Rookery Lane areas","164296","1","A","Flood Warning","Wessex","2012-03-29","2012-06-27"
"112FWTOLD01","Severn Estuary at Oldbury-on-Severn, Oldbury Naite and Littleton Warth areas","Severn Estuary from Oldbury-on-Severn to the Old Severn Bridge including Oldbury Naite, Thornbury Sailing Club, Oldbury Pill, Whale Wharf and Rusholme","164291","2","A","Flood Warning","Wessex","2018-03-15","2018-05-23"
"112FWTOLD02","Severn Estuary at Oldbury-on-Severn, Chapel Road and Olveston Common areas","Oldbury Lane including Great Leaze Farm area, Pickedmoor Lane, Chapel Road, Featherbed Lane and Church Road in Oldbury-on-Severn and Lower Farm, Whale Wharf Lane and Olveston Common","164292","2","A","Flood Warning","Wessex","2018-03-20","2018-05-23"
"112FWTOLD03","Severn Estuary at Oldbury-on-Severn, Westend, Cowhill and Olveston areas","Pennywell Farm, Elm Farm, Park Mill Farm and Churnmead Farm areas. West End Lane, Camp Road and Westmarsh Lane in Oldbury-on-Severn and Cowhill, Lower Corston Farm and Ley Lane, Church Hill and Denys Court in Olveston","164293","1","A","Flood Warning","Wessex","2012-03-29","2012-06-27"
"112FWTPIL02","Tidal River Avon at Pill and Shirehampton, Nibley Road and Wellington Mews areas","Nibley Road and Wellington Mews areas in Shirehampton","164286","2","A","Flood Warning","Wessex","2018-12-14","2019-02-27"
"112FWTPIL03","Tidal River Avon at Pill and Shirehampton","Baltic Place, Bank Place, Underbanks, Pump Square, Marine Parade, Mariners Way and Avon Road in Pill and Riverside Close in Shirehampton","164287","1","A","Flood Warning","Wessex","2012-03-29","2012-06-27"
"113FWF2H1A","River Lyn (West) at Barbrook and Lynbridge","riverside properties and roads at Barbrook and Lynbridge, including Sunny Lyn holiday park","162021","8","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2010-06-01","2010-11-30"
"112FWTPRT01","Somerset coast at Portishead and Portbury Dock, seafront properties and Portbury Dock areas","Coastline between Portishead Point and Avonmouth including Portishead Ashlands Nature Reserve and the Royal Portbury Dock","164283","3","A","Flood Warning","Wessex","2020-12-09","2021-02-17"
"112FWTSHA01","Severn Estuary from Sharpness to Oldbury-on-Severn, Shepperdine and Oldbury Power Station areas","Severn Estuary from Sharpness to Oldbury-on-Severn including low lying properties on Severn Lane, Worldsend Lane, Nupdown Lane and Shepperdine Road including Oldbury Power Station","164288","2","A","Flood Warning","Wessex","2018-03-15","2018-05-23"
"112FWTSHA02","Severn Estuary from Sharpness to Oldbury-on-Severn, Clapton, Hill and Nupdown areas","Woodlands Farm, Nupdown Farm, Hill, Manor Farm, Lowgoods Farm, Knights Farm, Holt Farm and Valley Farm areas","164289","1","A","Flood Warning","Wessex","2012-03-29","2012-06-27"
"112FWTSHA03","Severn Estuary from Sharpness to Oldbury-on-Severn","Sanigar Lane, Lynch Road, Jumpers Lane and Hamfields Lane including Berkeley Power Station. Blackhall, Upper Hill, Yew Tree Farm area and Rockhampton","164290","1","A","Flood Warning","Wessex","2012-03-29","2012-06-27"
"112FWTSTE01","Somerset coast at Steart and Stolford, seafront properties","Coastline between Stolford and the tidal River Parrett including Chapple Cottages in Stolford and low lying properties in Steart","164258","2","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"112FWTSTE02","Somerset coast at Steart and Stolford, properties located behind the seafront","Coastline between Stolford and the tidal River Parrett including properties around Ridgeway Lane and Gorpit Lane in Stolford and Church Farm, Dowells Farm, Coxs Farm and Manor Farm in Steart","164259","2","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"112FWTSTE03","Somerset coast at Steart, Stolford and Stretcholt","Stolford Farm, Whitewick Farm, Chalcott Farm and Marsh Farm areas and properties in Stockland Bristol, Otterhampton, Steart and Stretcholt","164260","2","A","Flood Warning","Wessex","2019-07-17","2019-08-29"
"112FWTUPH01","Somerset coast at Uphill, Slimeridge Farm and the Boat Yard areas","Coastline at Uphill including Slimeridge Farm Caravan Park area and the Boat Yard","164272","2","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"113FWF2H2A","River Lyn (East and West) at Lynmouth","Riverside properties and roads in Lynmouth, including around Lyndale Bridge, Riverside Road and Lynmouth Street","162134","6","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2020-01-15","2020-03-19"
"113FWF2I0C","River Otter (Lower) at Ottery St. Mary","low lying properties and roads in Ottery St. Mary, including the Finnimore Industrial Estate, Thorne Farm Way and Luxtons Park","162088","8","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2014-07-24","2014-10-29"
"113FWF2I0D","River Otter (Lower) from Salston to Budleigh Salterton","riverside properties and roads including Tipton St John, Harpford, Newton Poppleford including the A3052, Colaton Raleigh, Otterton and Budleigh Salterton","162165","5","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2014-10-29","2014-10-29"
"112FWTUPH02","Somerset coast at Uphill","Coastline at Uphill from Links Road to Uphill Road and Grange Road to the south, the A370 to the east to Old Church Road to the north including Weston General Hospital","164273","2","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"112FWTWSM01","Somerset coast at Weston-super-Mare, seafront properties","Promenade including The Grand Pier, Seaquarium and other seafront properties and the Marine Lake area, including Knightstone Island and Knightstone Causeway","164217","2","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"112FWTWSM02","Somerset coast at Weston-super-Mare, properties located behind the seafront","Properties on Knightstone Road, Victoria Place, Royal Parade, Marine Parade, Beach Road and the High Street","164218","2","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"113FWF2J0A","River Coly from Colyton to Colyford","Riverside locations and roads between Colyton and Colyford, including Chantry Bridge, Road Green, Cole's Mill, Colyvale Caravan Park, White Hart Inn, Bridge Cottages and the A3052 at Colyford","162164","10","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2020-01-15","2020-03-19"
"112FWTWSM04","Somerset coast at Weston-super-Mare Central","Milton Road and Worle High Street in the north to Locking in the south and Churchland Way in the east to Hornets Rugby Football Club ground in the west","310001","3","A","Flood Warning","Wessex","2017-06-22","2017-06-22"
"112FWTWSM05","Somerset coast at Weston-super-Mare North","Ebdon in the north to West Wick in the south and St Georges in the east to Queensway in the west","310002","3","A","Flood Warning","Wessex","2017-06-22","2017-06-22"
"112WAFTLAC","Little Avon catchment and the Vale of Berkeley","Little Avon River and other rivers and streams in the Vale of Berkeley","210003","8","A","Flood Alert","Wessex","2022-01-20","2022-03-02"
"112WAFTLBA","Lower Bristol Avon area","Lower River Avon, River Boyd, By and Brislington Brooks and tributaries","210004","10","A","Flood Alert","Wessex","2022-01-20","2022-03-02"
"112WAFTUBA","Upper Bristol Avon area","Upper River Avon and tributaries including Malmesbury and Chippenham","210013","11","A","Flood Alert","Wessex","2022-01-20","2022-03-02"
"112WAFTWSS","West Somerset Streams","Horner Water, Rivers Aller and Washford, and the Hawkcombe, Monksilver and Doniford Streams and tributaries","043112","13","A","Flood Alert","Wessex","2022-01-20","2022-03-02"
"112WAFYPM","River Yeo and River Parrett Moors around Muchelney and Thorney","River Yeo and River Parrett Moors including access from Langport, Law Lane from Drayton, Law Lane from Thorney, Wetmoor Lane from Long Load and properties in Muchelney, Muchelney Ham and Thorney","210014","2","A","Flood Alert","Wessex","2018-01-11","2018-02-21"
"112WATAVN1","Tidal River Avon at Bristol, Pill and Shirehampton","Tidal River Avon from Sea Mills to Conham in Bristol and between the Avonmouth Bridge and Shirehampton Park including Pill and Shirehampton","043234","5","A","Flood Alert","Wessex","2022-01-20","2022-03-02"
"112WATSOM3","Somerset coast at Minehead, Bridgwater, Burnham-on-Sea and Uphill to Kingston Seymour","Coastal and tidal areas at Minehead, Combwich, Bridgwater, Burnham-on-Sea, Uphill, Weston-super-Mare, Kewstoke, Sand Bay and Kingston Seymour","210016","3","A","Flood Alert","Wessex","2018-01-11","2018-02-21"
"112WATSOM5","Somerset coast at Portishead and Portbury Dock","Coastline between Portishead Point and Avonmouth","210018","4","A","Flood Alert","Wessex","2018-01-11","2018-02-21"
"113FWB2F1B","River Teign and its estuary at Kingsteignton","Low-lying properties and roads in Kingsteignton, including Jetty Marsh Road, Newton Abbot Racecourse, the A383 Newton Road and Kingsteignton Industrial and Retail Parks","162053","11","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2021-07-01","2021-07-01"
"113FWB2F1E","River Teign and its Estuary at Newton Abbot","Low-lying properties and roads in Newton Abbot, including the Osborne Park area, cricket ground, Marsh Road, Wharf Road, Quay Road and Forde Road areas","162194","3","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2021-07-01","2021-07-01"
"113FWBDAR03","Tidal River Dart at Totnes","Low lying properties and roads in Totnes, including Broad Marsh Industrial Estate, Coronation Road, New Walk, Warland, Ticklemore Street, The Plains and Steamer Quay areas","162046","9","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2021-07-01","2021-07-01"
"113FWC2T1A2","South Devon coast at Beesands, Torcross, Slapton and Dawlish","Exposed coastal areas at Hallsands, Beesands, Torcross, Slapton, Blackpool Sands, Teignmouth Promenade and Dawlish","311013","8","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2021-07-01","2021-07-01"
"113FWC2T1A4","South Devon coast low-lying areas of the Dart estuary","Low-lying parts of the Dart Estuary including Bayards Cove, Kingswear, Dittisham, Stoke Gabriel, Galmpton Creek, Tuckenhay and Bow","162201","2","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2021-07-01","2021-08-19"
